b,g,r,clase
0,91,68,2
10,111,89,2
42,156,132,2
58,169,146,2
44,152,130,2
33,141,118,2
23,133,111,2
26,141,117,2
18,146,120,2
7,144,116,2
4,144,116,2
16,149,123,2
43,170,143,2
54,170,147,2
19,123,101,2
26,128,106,2
84,191,169,2
69,171,151,2
14,111,92,2
0,109,90,2
6,155,131,2
5,194,164,2
4,202,170,2
1,183,154,2
22,182,157,2
77,194,177,2
87,165,155,2
53,122,116,2
49,128,119,2
55,154,143,2
72,201,185,2
69,219,201,2
48,199,180,2
58,195,179,2
116,176,161,2
8,122,93,2
15,123,96,2
4,113,85,2
1,116,87,2
16,135,105,2
22,139,110,2
55,165,138,2
74,175,150,2
17,112,88,2
13,104,83,2
6,90,69,2
6,98,76,2
12,118,95,2
8,122,98,2
16,138,114,2
7,132,108,2
0,119,93,2
4,127,101,2
6,130,105,2
0,100,78,2
0,80,59,2
14,117,97,2
30,149,127,2
44,162,139,2
35,152,130,2
3,119,96,2
1,121,99,2
11,136,112,2
14,144,119,2
7,142,116,2
4,137,112,2
15,144,120,2
41,167,142,2
56,176,153,2
21,126,105,2
19,123,101,2
61,179,158,2
37,152,132,2
6,114,95,2
0,110,91,2
7,153,130,2
16,200,171,2
13,209,179,2
7,195,167,2
17,182,159,2
66,190,173,2
71,157,148,2
37,111,105,2
57,136,128,2
97,196,185,2
91,222,208,2
55,213,196,2
14,158,140,2
27,147,131,2
120,232,222,2
170,243,241,2
118,178,163,2
8,121,92,2
10,115,89,2
0,107,79,2
5,119,90,2
19,131,103,2
22,131,103,2
44,149,122,2
52,149,125,2
12,103,81,2
30,118,97,2
15,101,81,2
1,86,65,2
2,93,71,2
1,101,78,2
8,121,99,2
10,133,110,2
3,112,88,2
7,121,95,2
11,136,112,2
0,97,77,2
0,70,50,2
5,105,85,2
12,133,112,2
41,163,141,2
59,184,162,2
34,161,138,2
27,156,134,2
22,154,130,2
21,151,129,2
14,144,121,2
3,131,108,2
7,132,110,2
33,155,133,2
56,177,156,2
26,132,111,2
10,118,95,2
35,164,141,2
21,146,125,2
3,117,98,2
0,102,83,2
14,151,129,2
31,210,184,2
20,209,182,2
12,199,172,2
15,183,160,2
59,191,174,2
61,161,151,2
44,129,122,2
92,176,170,2
120,222,213,2
80,212,199,2
33,191,174,2
0,140,124,2
9,122,109,2
102,205,198,2
185,242,244,2
176,199,204,2
115,174,159,2
3,110,81,2
11,117,90,2
25,133,105,2
19,126,98,2
16,121,94,2
25,128,102,2
29,130,104,2
18,114,90,2
12,103,81,2
36,124,103,2
18,105,85,2
3,86,66,2
7,93,72,2
4,94,72,2
0,95,73,2
9,124,101,2
5,105,81,2
4,109,83,2
5,128,105,2
0,103,84,2
21,109,91,2
36,141,122,2
50,169,149,2
57,182,161,2
54,185,164,2
48,182,159,2
31,164,141,2
21,156,134,2
28,158,136,2
30,153,133,2
21,143,123,2
21,142,122,2
36,156,136,2
35,158,137,2
13,128,107,2
3,124,101,2
17,151,128,2
11,142,121,2
0,119,101,2
5,115,97,2
21,159,139,2
29,202,179,2
19,202,177,2
14,197,172,2
19,189,165,2
46,186,169,2
36,149,138,2
40,140,132,2
105,204,197,2
104,213,204,2
67,200,188,2
28,176,161,2
4,142,128,2
22,135,126,2
100,185,182,2
202,239,245,2
196,204,213,2
156,165,168,2
176,196,194,2
103,160,145,2
0,96,68,2
27,128,102,2
53,153,127,2
26,126,100,2
9,109,84,2
17,116,90,2
15,113,87,2
2,97,73,2
13,105,83,2
40,128,107,2
19,100,80,2
5,85,65,2
14,104,83,2
11,100,79,2
2,84,63,2
5,105,83,2
1,99,75,2
7,115,90,2
20,142,119,2
28,140,120,2
51,161,144,2
53,162,144,2
87,200,182,2
74,200,179,2
28,161,140,2
27,162,140,2
2,135,113,2
0,120,99,2
13,134,113,2
24,143,124,2
28,143,124,2
41,155,137,2
32,150,131,2
8,125,106,2
2,125,105,2
9,144,122,2
10,145,123,2
5,136,115,2
6,126,108,2
12,131,115,2
16,158,140,2
19,189,166,2
22,202,178,2
19,199,176,2
20,191,169,2
22,168,151,2
8,131,120,2
20,136,126,2
71,188,178,2
74,197,185,2
60,195,183,2
24,160,149,2
23,145,135,2
70,166,160,2
119,179,180,2
202,221,230,2
208,206,216,2
158,167,171,2
169,194,191,2
219,246,243,2
206,230,226,2
99,153,138,2
0,88,61,2
27,123,97,2
47,140,115,2
19,111,87,2
1,94,69,2
5,100,74,2
10,106,80,2
6,103,79,2
15,112,88,2
50,141,120,2
23,94,74,2
0,68,48,2
7,92,72,2
9,96,76,2
1,89,69,2
0,88,66,2
2,102,79,2
24,143,119,2
58,180,157,2
61,175,155,2
35,140,122,2
4,101,83,2
62,170,151,2
79,202,182,2
31,161,140,2
28,163,141,2
3,134,112,2
4,113,91,2
28,137,117,2
32,146,127,2
27,136,118,2
45,154,136,2
11,125,105,2
0,104,84,2
13,134,113,2
24,161,138,2
12,147,125,2
8,136,116,2
25,137,120,2
13,116,101,2
2,133,115,2
15,187,164,2
24,208,183,2
23,203,180,2
21,191,169,2
8,152,135,2
0,119,106,2
8,132,120,2
37,172,159,2
54,193,178,2
41,180,166,2
16,143,133,2
57,159,152,2
122,190,189,2
134,172,177,2
198,207,217,2
212,210,221,2
156,173,174,2
163,198,195,2
206,238,236,2
166,192,188,2
189,222,217,2
138,200,191,2
99,151,137,2
0,86,59,2
23,115,90,2
32,120,96,2
13,100,76,2
5,95,70,2
8,101,76,2
12,109,84,2
8,109,84,2
6,105,80,2
35,131,109,2
17,95,74,2
0,73,53,2
10,93,74,2
12,94,75,2
1,85,66,2
0,91,71,2
22,130,108,2
47,168,144,2
54,178,154,2
40,152,132,2
5,96,76,2
0,84,64,2
62,170,150,2
64,181,160,2
8,131,108,2
20,152,129,2
7,138,116,2
40,166,143,2
108,222,204,2
113,219,201,2
72,177,159,2
63,170,151,2
12,120,101,2
0,101,79,2
14,135,112,2
25,162,138,2
15,147,124,2
13,133,113,2
33,133,118,2
15,99,84,2
3,125,105,2
15,192,168,2
13,203,176,2
15,196,171,2
29,196,174,2
14,152,134,2
0,108,92,2
6,129,114,2
30,182,165,2
45,199,183,2
27,171,156,2
30,151,139,2
99,182,177,2
164,206,208,2
172,191,197,2
213,220,229,2
198,208,215,2
149,180,180,2
151,202,195,2
173,220,212,2
161,193,188,2
193,231,225,2
128,200,188,2
57,160,143,2
55,157,140,2
78,163,150,2
101,152,138,2
0,88,61,2
21,108,84,2
24,107,84,2
18,100,78,2
21,107,84,2
16,109,84,2
11,112,86,2
8,109,84,2
1,96,70,2
9,109,86,2
4,96,74,2
0,83,63,2
18,101,82,2
27,108,89,2
4,87,69,2
20,111,92,2
53,158,137,2
47,163,139,2
37,159,136,2
42,159,138,2
2,105,84,2
1,102,83,2
49,158,139,2
41,150,130,2
7,121,100,2
34,159,137,2
29,157,135,2
68,195,173,2
88,202,182,2
55,158,139,2
28,129,111,2
29,132,114,2
19,129,110,2
11,128,106,2
10,138,116,2
13,145,122,2
6,132,110,2
6,116,97,2
27,116,102,2
14,86,72,2
6,123,103,2
16,197,171,2
6,199,172,2
6,188,163,2
31,197,174,2
18,158,139,2
0,109,92,2
8,131,114,2
27,188,169,2
27,192,173,2
35,180,165,2
51,166,155,2
127,199,195,2
194,224,228,2
179,189,197,2
216,229,236,2
192,218,223,2
142,190,188,2
123,190,180,2
135,196,185,2
167,209,203,2
183,230,223,2
116,199,185,2
52,165,147,2
44,153,135,2
71,161,147,2
149,227,213,2
182,252,241,2
151,211,201,2
103,152,138,2
0,86,60,2
21,103,80,2
25,103,80,2
28,107,84,2
30,114,91,2
15,105,80,2
4,102,76,2
3,108,81,2
0,96,69,2
0,99,75,2
0,91,69,2
0,77,57,2
22,102,83,2
50,130,111,2
23,103,86,2
34,120,102,2
53,152,132,2
27,134,112,2
18,133,110,2
49,174,151,2
30,150,128,2
4,114,92,2
13,109,88,2
12,112,92,2
11,122,101,2
33,154,131,2
41,163,140,2
36,144,121,2
30,129,108,2
13,111,92,2
0,92,74,2
7,108,88,2
26,137,116,2
15,132,109,2
2,120,96,2
1,117,93,2
3,113,91,2
15,115,96,2
27,107,94,2
11,76,63,2
2,117,96,2
14,196,168,2
13,208,179,2
7,192,164,2
20,188,163,2
11,155,134,2
0,119,102,2
6,138,120,2
19,181,160,2
13,177,157,2
15,151,135,2
38,148,135,2
130,202,197,2
207,239,241,2
185,204,211,2
179,210,214,2
170,219,219,2
116,185,179,2
86,169,157,2
115,190,178,2
142,196,188,2
173,231,221,2
113,206,191,2
46,169,149,2
34,154,134,2
58,161,144,2
128,219,204,2
145,230,216,2
119,196,183,2
145,209,198,2
172,229,219,2
117,195,183,2
78,195,176,2
50,189,167,2
74,202,181,2
115,229,210,2
105,229,209,2
60,201,180,2
47,184,165,2
68,180,165,2
112,201,190,2
101,186,175,2
41,134,120,2
23,129,114,2
31,152,133,2
17,143,124,2
39,148,131,2
78,163,149,2
78,142,131,2
78,124,115,2
111,150,142,2
139,188,178,2
143,207,194,2
128,209,192,2
107,153,140,2
0,84,59,2
18,94,72,2
19,91,69,2
22,97,74,2
24,106,83,2
9,95,70,2
0,94,68,2
0,107,80,2
0,100,73,2
0,98,73,2
0,85,62,2
0,74,53,2
19,100,81,2
56,132,113,2
44,119,103,2
30,111,94,2
30,126,106,2
14,108,86,2
4,99,75,2
27,150,125,2
53,180,155,2
37,148,125,2
7,97,76,2
1,97,76,2
18,126,105,2
27,141,119,2
45,162,138,2
8,108,85,2
10,102,81,2
21,111,92,2
2,90,71,2
16,116,95,2
33,142,120,2
12,119,96,2
4,116,91,2
7,114,90,2
4,94,73,2
21,112,93,2
24,97,84,2
8,74,61,2
0,116,95,2
11,191,163,2
16,213,182,2
6,193,164,2
6,175,149,2
6,151,129,2
2,130,111,2
5,144,125,2
16,172,151,2
4,159,138,2
0,126,109,2
14,125,112,2
108,188,181,2
195,241,240,2
184,223,224,2
151,204,202,2
126,197,192,2
68,159,148,2
60,162,146,2
105,195,181,2
101,169,158,2
145,216,204,2
97,200,183,2
30,162,140,2
21,152,131,2
45,161,142,2
96,203,185,2
90,190,174,2
84,177,162,2
131,213,200,2
145,221,209,2
92,182,167,2
83,202,183,2
62,200,178,2
60,200,177,2
75,213,190,2
63,213,189,2
36,197,174,2
24,176,155,2
47,169,153,2
71,165,154,2
84,170,160,2
69,162,148,2
20,126,110,2
24,147,128,2
12,143,123,2
23,141,122,2
48,145,129,2
42,119,107,2
43,103,91,2
53,105,95,2
117,176,165,2
137,209,196,2
107,192,176,2
86,183,162,2
51,138,119,2
133,191,179,2
177,209,202,2
109,154,141,2
0,81,56,2
11,84,62,2
7,74,53,2
6,75,54,2
14,92,69,2
11,100,75,2
3,106,80,2
1,112,85,2
0,101,73,2
0,97,70,2
0,91,67,2
7,98,76,2
23,107,88,2
38,113,95,2
51,123,108,2
22,101,84,2
18,112,93,2
15,100,80,2
0,75,51,2
3,110,84,2
40,166,140,2
71,183,161,2
32,127,107,2
5,100,79,2
24,126,104,2
26,133,111,2
32,144,121,2
11,117,94,2
20,117,96,2
23,106,87,2
4,85,65,2
22,121,100,2
26,134,111,2
6,109,85,2
18,131,107,2
23,133,110,2
2,85,64,2
15,97,79,2
18,86,73,2
6,78,66,2
3,122,102,2
11,184,156,2
9,202,169,2
1,185,155,2
0,170,143,2
3,151,128,2
2,131,110,2
4,136,116,2
14,158,138,2
8,151,131,2
12,146,129,2
39,157,143,2
94,187,177,2
143,212,206,2
152,216,211,2
142,216,209,2
91,179,171,2
40,149,135,2
50,170,151,2
84,190,173,2
85,168,154,2
109,190,177,2
69,179,162,2
20,158,136,2
11,151,129,2
27,156,135,2
68,190,170,2
67,180,162,2
78,183,166,2
105,203,187,2
91,186,171,2
54,157,140,2
63,184,164,2
56,193,171,2
48,198,173,2
44,204,177,2
34,206,178,2
22,199,174,2
5,169,146,2
18,144,128,2
33,127,115,2
68,149,140,2
96,179,167,2
55,152,137,2
32,150,131,2
29,157,139,2
48,168,148,2
49,152,135,2
35,120,106,2
52,118,106,2
61,120,109,2
121,184,172,2
128,200,187,2
93,176,161,2
88,179,161,2
43,126,109,2
128,190,178,2
170,208,201,2
184,208,203,2
205,222,218,2
105,146,133,2
0,70,46,2
10,81,59,2
8,74,53,2
1,66,45,2
9,87,64,2
21,114,89,2
18,129,102,2
7,125,96,2
0,103,73,2
0,97,70,2
1,106,82,2
30,133,112,2
44,127,108,2
31,105,88,2
57,128,112,2
24,101,84,2
22,111,92,2
19,107,87,2
0,80,57,2
0,100,73,2
10,136,109,2
56,169,145,2
39,134,113,2
9,102,82,2
18,115,93,2
13,113,92,2
2,107,84,2
5,111,87,2
25,122,100,2
21,102,82,2
5,85,65,2
18,116,94,2
14,120,97,2
1,99,75,2
19,127,101,2
25,135,111,2
6,95,74,2
21,99,82,2
26,92,79,2
10,82,69,2
4,118,98,2
8,173,145,2
4,190,158,2
1,182,150,2
0,168,138,2
0,139,114,2
0,118,97,2
2,125,105,2
10,142,121,2
19,151,131,2
29,156,138,2
85,204,189,2
114,218,205,2
94,186,175,2
109,197,187,2
118,213,201,2
75,179,166,2
44,165,149,2
47,178,158,2
62,181,161,2
94,189,172,2
98,189,175,2
62,179,161,2
28,170,147,2
10,156,132,2
7,147,124,2
39,173,151,2
75,197,178,2
93,207,188,2
70,179,161,2
32,142,124,2
29,144,125,2
44,165,146,2
45,180,158,2
35,191,166,2
25,201,173,2
19,205,175,2
10,195,169,2
3,167,144,2
9,133,118,2
43,133,123,2
61,135,126,2
65,139,129,2
84,168,156,2
28,133,117,2
33,150,133,2
64,179,161,2
55,160,142,2
52,141,126,2
76,148,135,2
94,158,146,2
142,206,194,2
126,196,183,2
81,158,144,2
78,161,146,2
39,116,102,2
131,194,182,2
164,209,200,2
172,203,196,2
187,211,205,2
119,148,141,2
128,166,157,2
100,135,123,2
0,57,34,2
15,85,64,2
19,88,67,2
4,75,53,2
6,89,65,2
25,121,95,2
33,143,116,2
19,137,109,2
1,111,82,2
0,103,77,2
13,119,96,2
51,150,129,2
56,138,119,2
41,113,95,2
67,135,118,2
33,104,87,2
28,106,88,2
23,112,92,2
1,100,77,2
0,110,85,2
2,123,97,2
21,129,107,2
27,121,101,2
21,112,94,2
14,106,87,2
2,94,74,2
0,92,71,2
4,101,79,2
18,109,88,2
15,97,77,2
5,91,71,2
20,113,92,2
18,118,96,2
4,97,73,2
7,107,81,2
16,123,97,2
20,112,88,2
33,114,95,2
39,110,96,2
14,82,69,2
1,102,83,2
4,163,137,2
9,190,161,2
5,185,156,2
0,159,131,2
0,116,93,2
0,104,85,2
5,126,108,2
17,139,121,2
20,140,122,2
13,129,113,2
82,191,177,2
144,243,231,2
124,215,204,2
101,194,183,2
89,195,182,2
60,176,159,2
53,176,158,2
58,183,162,2
64,179,158,2
101,202,183,2
109,213,194,2
74,200,178,2
38,185,160,2
16,166,142,2
0,142,118,2
13,153,130,2
70,198,177,2
91,209,189,2
40,155,136,2
12,128,109,2
51,168,150,2
55,176,158,2
47,180,160,2
26,180,157,2
9,182,157,2
9,189,164,2
10,182,160,2
3,150,133,2
20,136,125,2
59,151,143,2
46,125,117,2
32,111,103,2
87,171,159,2
29,120,107,2
25,121,106,2
45,149,131,2
46,151,132,2
61,158,140,2
74,160,145,2
90,168,154,2
146,220,206,2
129,204,190,2
65,145,130,2
53,138,123,2
39,117,103,2
135,197,185,2
156,203,192,2
151,193,182,2
152,195,184,2
88,134,122,2
126,174,162,2
169,218,205,2
78,127,118,2
105,141,130,2
0,59,38,2
11,82,61,2
20,94,73,2
7,87,65,2
1,88,64,2
14,114,88,2
32,141,115,2
27,140,114,2
6,117,90,2
1,107,81,2
32,132,108,2
43,133,110,2
25,102,81,2
33,102,82,2
62,125,106,2
51,113,95,2
35,98,82,2
30,102,85,2
18,107,88,2
0,105,83,2
0,103,80,2
1,95,76,2
13,105,87,2
23,116,100,2
17,110,93,2
11,103,86,2
17,107,90,2
5,94,75,2
19,104,85,2
24,107,88,2
3,88,69,2
9,98,78,2
12,104,83,2
3,80,57,2
8,91,66,2
21,121,94,2
20,113,86,2
17,104,82,2
25,106,90,2
10,79,65,2
1,105,87,2
10,173,148,2
15,190,162,2
4,172,146,2
1,153,129,2
1,123,104,2
0,107,92,2
1,112,99,2
8,123,107,2
25,138,123,2
20,123,110,2
83,173,163,2
155,233,224,2
164,235,227,2
143,226,217,2
67,175,162,2
24,147,130,2
66,182,162,2
93,197,176,2
75,177,155,2
99,203,182,2
95,210,188,2
57,191,165,2
35,185,158,2
22,175,150,2
0,146,120,2
5,148,124,2
52,184,162,2
64,185,166,2
29,144,126,2
37,150,133,2
84,198,182,2
57,176,160,2
38,167,150,2
20,165,146,2
17,173,153,2
27,181,166,2
21,161,151,2
23,146,141,2
57,166,161,2
74,171,166,2
40,137,130,2
30,129,120,2
70,161,150,2
46,120,109,2
43,110,96,2
50,133,115,2
36,138,116,2
25,134,111,2
34,142,119,2
43,145,124,2
112,203,185,2
116,200,184,2
58,147,131,2
43,139,123,2
30,116,102,2
128,188,176,2
162,207,195,2
127,183,168,2
92,165,147,2
66,140,123,2
134,197,181,2
153,207,192,2
182,232,221,2
163,215,204,2
110,146,135,2
0,59,39,2
7,77,57,2
23,99,78,2
6,82,59,2
0,85,60,2
13,117,91,2
27,135,109,2
18,126,100,2
8,114,89,2
1,103,79,2
26,121,98,2
22,98,76,2
1,62,41,2
28,93,73,2
88,148,130,2
105,161,144,2
87,140,123,2
55,113,96,2
26,100,82,2
5,99,79,2
0,96,77,2
3,97,80,2
28,121,105,2
38,133,116,2
24,116,100,2
15,106,90,2
20,109,93,2
29,115,97,2
37,121,103,2
29,114,96,2
5,89,69,2
2,80,60,2
25,110,89,2
11,81,58,2
6,80,56,2
15,107,82,2
5,95,69,2
5,95,71,2
24,112,96,2
13,95,81,2
0,111,94,2
9,169,147,2
17,185,161,2
5,161,139,2
18,158,139,2
11,131,116,2
0,100,88,2
0,103,91,2
2,115,101,2
10,115,102,2
17,110,99,2
97,174,166,2
162,224,218,2
158,215,210,2
138,212,205,2
55,162,150,2
2,127,110,2
51,163,143,2
88,180,160,2
68,161,139,2
89,195,173,2
73,195,169,2
33,169,143,2
12,160,132,2
8,158,130,2
7,154,129,2
28,171,148,2
45,179,157,2
35,159,140,2
22,137,121,2
39,150,135,2
66,177,163,2
57,173,160,2
44,169,154,2
37,172,155,2
41,180,165,2
50,183,173,2
51,170,168,2
52,162,164,2
59,163,164,2
57,159,157,2
35,147,139,2
25,144,133,2
36,136,124,2
22,80,69,2
59,103,91,2
65,134,117,2
21,120,98,2
4,120,94,2
6,130,104,2
10,130,106,2
66,173,152,2
81,176,160,2
46,145,129,2
33,138,122,2
19,112,97,2
113,174,160,2
156,201,187,2
107,174,155,2
55,149,126,2
56,151,128,2
136,211,192,2
148,206,191,2
168,223,208,2
150,210,195,2
77,144,127,2
72,149,132,2
98,182,164,2
155,242,224,2
109,144,134,2
0,57,37,2
7,76,58,2
23,97,76,2
4,70,47,2
1,85,60,2
17,122,97,2
21,128,101,2
6,112,86,2
3,105,80,2
0,89,65,2
7,85,62,2
4,67,46,2
8,68,48,2
49,113,95,2
92,151,133,2
109,163,146,2
71,121,104,2
42,96,79,2
40,108,91,2
22,107,89,2
8,103,85,2
9,105,88,2
26,120,102,2
24,117,99,2
15,106,88,2
23,112,95,2
24,110,94,2
54,140,123,2
55,141,123,2
21,103,84,2
8,85,65,2
23,98,78,2
24,96,73,2
9,80,57,2
7,89,65,2
14,100,75,2
5,91,65,2
9,98,74,2
27,115,98,2
13,109,96,2
1,124,106,2
14,168,147,2
23,184,161,2
10,158,137,2
32,163,145,2
19,131,115,2
0,93,80,2
0,102,88,2
1,111,95,2
0,94,79,2
4,95,82,2
72,151,141,2
109,172,164,2
88,144,138,2
86,159,151,2
55,162,148,2
13,139,120,2
35,149,129,2
57,154,133,2
44,141,119,2
66,174,151,2
52,173,148,2
17,150,125,2
0,139,113,2
1,144,118,2
19,160,137,2
48,188,165,2
42,175,153,2
13,139,119,2
17,135,118,2
35,150,135,2
44,157,142,2
70,185,172,2
63,183,170,2
52,179,163,2
45,174,159,2
45,170,161,2
60,177,175,2
61,172,173,2
40,147,148,2
37,144,141,2
28,142,134,2
9,128,116,2
12,118,103,2
0,52,40,2
58,97,85,2
64,133,116,2
15,113,91,2
7,125,98,2
0,130,103,2
2,130,105,2
30,148,125,2
50,158,139,2
45,155,137,2
29,141,124,2
13,113,97,2
88,155,140,2
141,192,176,2
108,181,160,2
56,158,132,2
64,164,139,2
134,210,192,2
158,217,202,2
176,233,218,2
145,208,192,2
69,141,124,2
68,151,133,2
105,196,178,2
143,240,219,2
115,207,187,2
96,166,151,2
138,187,178,2
105,139,128,2
0,58,38,2
11,80,61,2
11,85,64,2
1,68,46,2
4,92,68,2
14,117,92,2
17,122,97,2
11,115,89,2
1,96,71,2
0,85,61,2
0,72,49,2
0,63,42,2
22,93,72,2
66,130,112,2
79,137,119,2
103,157,140,2
40,92,75,2
11,66,49,2
42,110,92,2
33,115,97,2
24,114,95,2
18,109,90,2
16,107,88,2
10,100,81,2
23,112,93,2
49,138,119,2
36,122,104,2
49,135,117,2
59,145,126,2
29,108,89,2
18,95,75,2
47,128,108,2
8,72,50,2
0,60,36,2
22,103,79,2
30,113,88,2
8,90,66,2
12,98,75,2
14,101,83,2
5,102,87,2
6,133,114,2
19,172,149,2
16,172,148,2
8,149,127,2
23,147,129,2
15,122,107,2
2,97,83,2
1,98,83,2
0,98,80,2
1,101,84,2
10,108,92,2
40,127,115,2
45,115,105,2
30,92,84,2
49,126,115,2
59,166,150,2
37,163,143,2
35,155,134,2
39,147,125,2
27,134,113,2
37,149,127,2
40,159,136,2
13,140,118,2
8,141,118,2
20,155,132,2
21,156,134,2
39,175,153,2
27,162,139,2
2,122,101,2
16,132,112,2
45,167,148,2
52,171,154,2
72,191,175,2
63,181,166,2
40,159,143,2
21,140,126,2
17,136,126,2
33,156,152,2
47,169,167,2
37,150,149,2
35,147,142,2
23,131,122,2
2,109,95,2
14,121,105,2
4,66,53,2
42,90,77,2
47,120,102,2
14,114,90,2
8,124,97,2
1,122,96,2
0,127,102,2
8,132,109,2
35,155,134,2
53,174,155,2
29,149,131,2
8,112,95,2
53,127,111,2
120,179,162,2
118,196,174,2
68,171,146,2
64,163,138,2
109,184,166,2
154,212,197,2
179,238,223,2
143,208,192,2
70,147,128,2
55,143,125,2
87,187,166,2
111,218,196,2
100,204,183,2
89,172,156,2
113,173,162,2
139,203,191,2
75,167,150,2
22,130,109,2
101,133,122,2
0,57,38,2
14,80,61,2
0,73,52,2
2,80,58,2
7,98,75,2
8,108,84,2
22,124,99,2
28,126,102,2
3,88,64,2
0,83,60,2
0,80,57,2
6,80,59,2
26,96,76,2
51,114,95,2
82,139,121,2
126,180,163,2
72,124,107,2
15,69,52,2
25,91,72,2
35,114,94,2
31,116,96,2
22,108,90,2
18,104,85,2
21,106,87,2
38,123,105,2
52,138,118,2
31,117,98,2
30,115,96,2
52,137,117,2
52,136,117,2
37,119,99,2
36,115,93,2
12,82,60,2
1,53,30,2
35,102,79,2
46,125,103,2
4,81,59,2
10,93,71,2
3,89,72,2
0,91,76,2
8,129,110,2
11,157,134,2
0,140,117,2
0,123,103,2
6,118,102,2
7,108,93,2
6,101,88,2
3,92,78,2
0,81,64,2
2,109,92,2
19,126,111,2
38,131,118,2
38,116,105,2
27,98,88,2
33,115,103,2
45,153,137,2
36,162,142,2
28,152,131,2
28,146,124,2
21,137,116,2
18,137,116,2
41,162,141,2
20,143,121,2
20,146,124,2
33,162,140,2
14,144,124,2
22,155,134,2
12,148,125,2
0,108,87,2
14,122,101,2
44,173,154,2
53,176,157,2
43,160,141,2
34,148,131,2
16,126,109,2
0,106,93,2
0,108,99,2
7,133,127,2
39,169,166,2
41,161,158,2
34,148,142,2
19,131,120,2
6,117,102,2
19,130,113,2
4,76,61,2
26,82,67,2
35,111,92,2
12,112,87,2
1,113,86,2
0,113,87,2
0,124,98,2
0,130,105,2
28,162,139,2
54,186,166,2
24,150,133,2
1,108,91,2
22,102,86,2
92,159,142,2
114,199,176,2
69,175,149,2
44,144,119,2
61,135,116,2
130,187,172,2
166,225,210,2
130,200,183,2
71,155,136,2
42,141,120,2
59,169,147,2
69,187,164,2
75,192,170,2
78,176,157,2
92,166,152,2
121,196,183,2
57,156,138,2
23,133,112,2
66,162,140,2
101,132,122,2
0,53,34,2
10,74,56,2
4,76,56,2
13,95,73,2
7,96,72,2
10,105,81,2
31,131,106,2
30,127,103,2
3,87,63,2
3,72,48,2
1,69,48,2
11,84,64,2
22,91,71,2
31,92,74,2
72,127,110,2
109,163,146,2
69,121,104,2
20,72,55,2
23,85,66,2
36,109,89,2
28,109,88,2
15,97,77,2
9,92,71,2
13,95,75,2
15,97,78,2
10,93,72,2
7,90,70,2
21,104,83,2
36,120,97,2
49,133,111,2
40,118,97,2
7,76,55,2
17,90,69,2
7,73,52,2
34,101,80,2
52,126,105,2
17,90,70,2
10,90,71,2
3,91,75,2
1,97,82,2
5,125,107,2
7,140,119,2
0,118,98,2
0,98,80,2
1,99,84,2
4,98,84,2
7,97,84,2
3,89,75,2
0,76,59,2
0,96,78,2
4,112,95,2
27,129,114,2
43,131,118,2
32,109,99,2
22,108,96,2
30,138,122,2
18,141,122,2
9,136,116,2
14,141,119,2
10,134,113,2
9,132,112,2
39,162,142,2
24,146,126,2
15,137,117,2
20,144,124,2
9,134,114,2
21,150,129,2
12,146,124,2
0,109,87,2
12,123,101,2
37,170,149,2
30,153,133,2
7,109,90,2
2,105,87,2
1,103,86,2
0,96,82,2
0,102,91,2
4,128,120,2
36,174,167,2
37,163,158,2
25,141,133,2
16,138,127,2
11,143,126,2
15,132,113,2
3,72,55,2
25,84,67,2
37,116,96,2
15,111,87,2
0,110,84,2
1,119,93,2
1,133,106,2
0,142,116,2
28,176,151,2
50,195,172,2
23,157,139,2
4,122,103,2
18,110,92,2
75,153,134,2
95,187,163,2
59,168,141,2
32,131,107,2
29,102,84,2
109,166,151,2
146,208,192,2
115,191,173,2
77,168,147,2
36,144,122,2
38,160,136,2
40,173,148,2
48,181,155,2
55,169,147,2
66,157,140,2
93,182,166,2
49,154,135,2
32,146,124,2
68,167,146,2
117,194,176,2
160,224,209,2
178,239,225,2
38,134,118,2
102,133,124,2
0,46,28,2
8,70,52,2
19,91,71,2
20,101,79,2
5,86,63,2
19,109,85,2
33,132,108,2
12,107,83,2
4,93,69,2
25,106,84,2
12,78,57,2
3,67,47,2
11,79,60,2
25,85,68,2
74,130,113,2
135,189,172,2
63,115,98,2
4,55,37,2
22,83,64,2
24,94,74,2
29,106,85,2
33,111,90,2
29,108,87,2
25,104,84,2
17,97,77,2
3,85,63,2
0,80,58,2
4,82,60,2
6,82,60,2
14,93,71,2
19,97,76,2
3,78,57,2
3,78,57,2
13,85,65,2
40,111,91,2
57,127,110,2
35,105,88,2
5,80,64,2
5,93,77,2
11,112,97,2
15,135,117,2
21,150,131,2
16,134,115,2
2,94,78,2
7,95,82,2
9,94,83,2
7,89,78,2
4,92,79,2
0,91,74,2
0,97,79,2
0,100,83,2
19,122,106,2
37,133,120,2
36,121,109,2
43,133,120,2
56,165,148,2
26,148,130,2
3,133,113,2
5,133,112,2
1,121,100,2
2,120,99,2
19,141,121,2
19,142,122,2
8,128,108,2
3,124,104,2
7,132,112,2
23,150,129,2
24,156,135,2
4,132,111,2
22,147,126,2
42,173,151,2
11,129,109,2
0,83,63,2
0,85,68,2
0,97,80,2
1,95,80,2
0,100,88,2
2,127,117,2
17,160,151,2
24,154,147,2
24,139,130,2
18,140,128,2
14,147,129,2
17,137,118,2
13,99,81,2
31,103,83,2
38,117,96,2
18,111,87,2
6,113,88,2
