b,g,r,clase
12,23,37,2
21,32,46,2
31,42,56,2
8,19,33,2
1,9,23,2
39,50,64,2
56,69,84,2
19,35,51,2
20,35,51,2
43,58,74,2
33,48,64,2
23,38,54,2
36,51,67,2
41,56,72,2
37,52,68,2
20,35,51,2
20,35,51,2
32,47,63,2
33,48,65,2
28,43,59,2
24,39,55,2
42,57,73,2
28,43,59,2
15,30,45,2
38,53,69,2
42,56,75,2
38,51,77,2
44,55,85,2
47,58,88,2
33,44,73,2
23,35,64,2
39,53,81,2
44,58,86,2
36,51,78,2
25,39,66,2
22,38,63,2
33,50,74,2
32,50,73,2
16,35,56,2
25,44,65,2
40,60,81,2
25,45,66,2
10,30,51,2
37,58,77,2
62,83,101,2
83,103,121,2
62,75,94,2
10,16,35,2
2,16,36,2
38,53,72,2
52,67,86,2
20,33,52,2
16,29,47,2
44,57,76,2
19,34,50,2
20,34,50,2
55,68,83,2
55,67,82,2
20,31,45,2
12,23,36,2
29,39,52,2
32,41,54,2
19,28,41,2
6,16,29,2
25,37,52,2
64,79,95,2
54,70,87,2
20,34,51,2
14,28,45,2
33,49,66,2
40,57,74,2
28,46,63,2
26,44,61,2
24,42,59,2
31,48,66,2
39,58,74,2
41,61,76,2
51,70,86,2
52,72,88,2
40,60,77,2
31,52,68,2
36,58,73,2
42,63,77,2
37,59,74,2
38,61,76,2
41,64,80,2
42,64,81,2
34,57,74,2
29,51,69,2
38,60,78,2
37,58,76,2
36,56,76,2
49,68,89,2
56,76,96,2
51,70,92,2
46,65,86,2
41,59,82,2
38,56,79,2
38,55,79,2
38,54,79,2
35,53,76,2
29,47,71,2
22,39,63,2
23,42,64,2
40,62,81,2
58,82,101,2
57,81,100,2
51,74,94,2
38,62,81,2
36,60,79,2
48,70,91,2
54,76,97,2
59,82,105,2
76,99,123,2
83,107,132,2
115,121,129,2
6,16,30,2
11,21,34,2
6,15,29,2
5,15,28,2
6,16,29,2
14,24,37,2
29,39,52,2
32,42,55,2
20,29,43,2
18,28,41,2
36,46,59,2
31,41,54,2
13,23,36,2
24,33,47,2
35,45,58,2
9,19,32,2
0,2,16,2
34,45,58,2
54,67,80,2
12,27,42,2
11,26,40,2
46,62,76,2
33,49,63,2
12,28,42,2
30,46,60,2
46,61,75,2
51,67,81,2
29,44,58,2
23,38,52,2
24,40,54,2
24,40,54,2
33,48,62,2
14,30,44,2
42,58,72,2
38,53,67,2
18,34,47,2
34,50,63,2
33,47,65,2
43,56,81,2
50,62,90,2
41,53,82,2
30,41,70,2
29,41,69,2
37,51,79,2
41,56,83,2
30,45,71,2
14,29,55,2
15,31,56,2
30,47,70,2
27,46,68,2
9,28,50,2
20,39,60,2
45,65,86,2
45,66,87,2
43,64,85,2
70,92,113,2
84,105,124,2
73,91,109,2
34,48,67,2
0,2,20,2
0,5,23,2
49,61,79,2
52,67,85,2
15,28,46,2
21,34,51,2
47,60,77,2
10,24,40,2
10,22,38,2
45,56,72,2
63,74,88,2
44,54,68,2
26,35,48,2
36,45,58,2
40,49,62,2
24,33,46,2
16,26,39,2
30,42,56,2
46,61,78,2
50,66,85,2
31,48,66,2
27,44,63,2
43,59,78,2
41,58,76,2
22,39,58,2
25,42,60,2
37,56,74,2
39,58,76,2
32,52,70,2
33,55,70,2
43,62,80,2
47,68,84,2
40,61,79,2
37,59,76,2
39,63,79,2
35,58,73,2
17,40,57,2
11,34,52,2
23,47,64,2
33,57,75,2
34,57,77,2
40,63,82,2
48,71,91,2
50,73,92,2
44,65,85,2
43,64,86,2
48,69,91,2
44,65,86,2
39,58,82,2
33,52,77,2
32,51,75,2
34,53,78,2
38,56,82,2
39,58,82,2
36,54,80,2
31,50,76,2
17,39,63,2
12,35,59,2
29,53,77,2
39,63,87,2
33,58,82,2
32,57,81,2
45,71,95,2
62,88,113,2
70,96,122,2
66,92,120,2
112,115,123,2
5,12,25,2
9,17,30,2
0,6,19,2
9,17,30,2
11,19,32,2
5,13,26,2
20,29,42,2
43,50,63,2
32,41,54,2
24,32,45,2
33,41,54,2
28,36,49,2
13,21,34,2
24,32,45,2
38,45,58,2
14,23,36,2
0,3,17,2
32,41,54,2
50,61,74,2
11,25,38,2
14,30,43,2
43,60,72,2
43,59,72,2
27,44,56,2
27,43,56,2
28,44,57,2
28,45,57,2
37,54,66,2
38,54,67,2
22,38,51,2
20,36,49,2
33,49,62,2
15,31,44,2
37,53,66,2
47,64,76,2
31,47,60,2
30,46,60,2
33,46,65,2
39,53,76,2
44,58,84,2
36,48,76,2
30,43,70,2
36,48,75,2
31,46,73,2
33,48,75,2
25,40,66,2
19,33,60,2
22,38,63,2
27,45,68,2
37,56,78,2
28,47,69,2
33,52,73,2
54,74,95,2
67,88,109,2
71,92,113,2
76,97,119,2
60,81,100,2
31,49,67,2
11,27,44,2
6,19,37,2
22,29,47,2
55,67,86,2
36,50,68,2
21,33,50,2
33,46,62,2
26,39,55,2
7,20,36,2
7,17,33,2
32,42,57,2
64,74,88,2
64,73,86,2
40,49,62,2
43,52,64,2
45,54,67,2
29,37,50,2
27,36,49,2
41,53,67,2
41,56,74,2
41,58,77,2
28,45,64,2
26,43,62,2
42,58,77,2
45,63,81,2
33,51,69,2
37,56,74,2
55,75,93,2
43,65,82,2
16,37,55,2
12,35,52,2
20,42,61,2
32,55,73,2
39,62,81,2
43,66,85,2
46,71,89,2
43,67,85,2
30,55,74,2
21,45,65,2
31,55,75,2
39,63,84,2
40,64,85,2
49,73,94,2
51,74,95,2
55,79,100,2
45,67,90,2
31,54,78,2
30,54,76,2
29,52,75,2
30,52,77,2
32,53,79,2
33,54,80,2
32,53,80,2
32,52,79,2
33,54,81,2
37,58,85,2
41,63,90,2
36,59,86,2
24,48,76,2
24,48,76,2
34,61,89,2
31,58,86,2
37,65,93,2
52,81,109,2
66,95,124,2
78,107,137,2
76,107,138,2
103,105,113,2
0,3,17,2
18,25,37,2
11,17,30,2
13,19,32,2
7,12,25,2
0,6,19,2
23,30,43,2
53,59,71,2
42,50,63,2
29,35,48,2
30,36,49,2
23,29,42,2
13,19,32,2
23,30,43,2
39,44,57,2
21,28,41,2
4,10,23,2
31,37,50,2
49,58,73,2
27,39,53,2
27,42,55,2
35,50,63,2
37,52,65,2
29,44,57,2
26,42,55,2
31,47,60,2
24,39,52,2
26,41,54,2
35,50,63,2
31,47,61,2
28,43,56,2
34,49,62,2
21,36,49,2
27,42,55,2
43,58,71,2
36,51,64,2
23,38,52,2
32,47,64,2
37,51,72,2
37,51,75,2
31,44,70,2
31,44,70,2
36,50,74,2
27,42,67,2
25,40,65,2
22,37,62,2
27,42,68,2
33,49,73,2
33,51,74,2
54,72,95,2
55,74,95,2
51,69,90,2
58,78,99,2
68,89,110,2
66,87,108,2
48,69,91,2
19,39,58,2
7,25,42,2
9,24,41,2
22,35,53,2
54,68,86,2
50,65,82,2
25,38,54,2
27,40,56,2
39,52,68,2
24,36,52,2
9,21,36,2
7,18,33,2
24,35,49,2
56,66,80,2
65,75,88,2
44,54,67,2
43,53,66,2
39,48,61,2
29,38,51,2
32,42,56,2
42,54,70,2
38,52,71,2
35,52,72,2
31,49,69,2
33,51,71,2
41,59,78,2
42,61,80,2
35,55,74,2
42,63,82,2
67,89,107,2
64,87,105,2
42,65,83,2
35,60,78,2
34,58,78,2
36,61,82,2
41,67,87,2
46,71,91,2
51,77,97,2
59,85,105,2
64,89,110,2
50,75,95,2
47,71,92,2
48,72,95,2
46,70,92,2
52,75,98,2
53,76,98,2
60,84,108,2
55,78,103,2
38,61,86,2
28,54,77,2
29,53,78,2
36,60,86,2
42,66,92,2
43,66,93,2
37,60,89,2
31,53,82,2
30,53,81,2
37,61,89,2
47,72,101,2
56,81,112,2
51,76,108,2
40,67,99,2
55,83,115,2
59,88,121,2
68,101,136,2
63,98,133,2
107,108,116,2
0,3,18,2
20,26,39,2
22,26,40,2
20,24,38,2
7,11,25,2
2,6,20,2
23,27,41,2
50,53,67,2
49,54,68,2
33,37,50,2
26,30,44,2
19,23,36,2
12,16,29,2
22,27,40,2
38,41,56,2
30,34,47,2
15,18,33,2
29,33,48,2
55,64,77,2
51,62,76,2
25,38,52,2
31,44,58,2
36,49,63,2
15,28,42,2
8,19,34,2
36,47,61,2
54,66,80,2
22,35,50,2
13,24,38,2
27,37,51,2
30,44,58,2
36,49,63,2
28,41,55,2
25,38,52,2
37,50,64,2
31,44,58,2
14,27,41,2
26,40,57,2
44,57,78,2
39,53,75,2
26,40,64,2
26,39,65,2
30,44,67,2
28,44,67,2
21,37,60,2
19,35,58,2
27,43,66,2
33,49,72,2
36,54,77,2
54,72,95,2
57,76,98,2
50,69,90,2
50,70,91,2
50,71,92,2
37,58,79,2
19,41,62,2
13,33,52,2
22,39,57,2
26,40,57,2
36,49,65,2
61,74,90,2
38,51,67,2
37,50,66,2
39,52,68,2
38,51,67,2
43,55,69,2
19,30,43,2
13,23,38,2
23,34,48,2
42,53,67,2
51,62,76,2
40,51,65,2
37,48,62,2
21,33,47,2
21,32,47,2
30,42,56,2
33,47,63,2
36,51,70,2
34,52,73,2
43,62,83,2
50,70,91,2
46,66,87,2
37,57,78,2
28,50,71,2
31,53,73,2
57,80,101,2
80,104,125,2
86,111,131,2
80,106,126,2
65,89,111,2
46,73,94,2
43,71,93,2
53,80,102,2
61,89,111,2
67,95,117,2
73,100,122,2
70,95,117,2
60,84,108,2
55,79,103,2
53,76,101,2
52,76,101,2
59,83,108,2
70,95,120,2
73,98,124,2
59,82,109,2
38,63,90,2
34,59,86,2
38,63,91,2
44,69,97,2
46,71,101,2
44,68,99,2
41,66,96,2
45,69,100,2
52,78,109,2
62,90,120,2
66,93,126,2
53,80,116,2
40,69,105,2
112,114,121,2
0,1,14,2
8,11,25,2
19,22,36,2
26,29,42,2
18,21,35,2
8,12,25,2
19,22,35,2
47,50,64,2
63,66,80,2
39,42,56,2
25,28,42,2
18,21,35,2
13,16,30,2
23,26,39,2
37,40,54,2
31,34,48,2
20,23,37,2
29,33,47,2
55,62,75,2
56,68,81,2
23,36,50,2
33,46,60,2
43,55,69,2
22,36,50,2
3,11,25,2
10,16,30,2
45,56,70,2
46,60,73,2
16,22,36,2
2,7,20,2
13,26,39,2
27,39,53,2
35,48,61,2
35,48,62,2
37,50,64,2
29,42,56,2
14,27,41,2
24,38,54,2
55,68,89,2
45,58,82,2
24,38,61,2
22,36,59,2
24,38,61,2
30,46,68,2
21,38,60,2
20,36,59,2
23,39,62,2
24,41,64,2
31,49,72,2
39,57,80,2
42,61,83,2
38,57,78,2
36,56,77,2
34,56,77,2
20,41,62,2
7,27,48,2
33,52,71,2
48,65,84,2
40,54,71,2
44,57,73,2
47,60,76,2
26,39,55,2
34,47,63,2
53,66,82,2
48,61,77,2
35,48,63,2
31,44,58,2
21,31,47,2
24,36,51,2
34,46,62,2
36,47,63,2
33,46,61,2
32,44,60,2
12,25,39,2
20,32,47,2
33,44,60,2
36,49,65,2
49,64,83,2
37,54,75,2
41,60,81,2
49,69,90,2
51,72,93,2
51,73,94,2
44,68,88,2
34,58,78,2
39,63,84,2
54,78,100,2
71,96,118,2
76,102,126,2
59,85,109,2
36,63,87,2
38,65,91,2
65,93,119,2
85,116,141,2
85,114,139,2
77,104,130,2
82,107,133,2
77,102,128,2
68,93,118,2
65,88,115,2
61,85,113,2
70,94,122,2
80,106,133,2
84,111,139,2
69,95,125,2
45,71,101,2
41,67,97,2
43,71,100,2
44,72,102,2
44,72,103,2
46,74,105,2
51,79,110,2
58,85,118,2
70,99,137,2
102,102,108,2
0,0,2,2
11,15,26,2
21,26,37,2
17,21,33,2
17,21,32,2
9,13,25,2
19,23,35,2
52,56,67,2
64,68,79,2
47,51,62,2
33,37,48,2
26,30,42,2
21,25,37,2
27,31,42,2
37,41,52,2
16,20,32,2
12,16,28,2
31,36,47,2
49,56,68,2
51,61,74,2
35,47,60,2
29,42,54,2
43,56,68,2
45,57,69,2
28,39,51,2
21,32,44,2
24,36,48,2
39,51,63,2
32,43,55,2
14,25,37,2
5,15,27,2
8,13,26,2
42,53,65,2
46,59,71,2
32,44,56,2
22,33,45,2
13,26,38,2
21,33,48,2
54,68,87,2
42,56,78,2
23,37,59,2
28,42,64,2
27,41,63,2
23,39,60,2
18,35,56,2
27,43,65,2
26,43,64,2
22,40,61,2
33,52,73,2
31,50,71,2
42,60,83,2
36,55,77,2
24,43,66,2
31,53,75,2
34,54,76,2
7,20,41,2
32,48,69,2
43,60,80,2
35,49,66,2
48,61,77,2
41,54,70,2
13,26,42,2
13,26,42,2
30,43,59,2
40,53,69,2
39,53,68,2
26,40,56,2
14,27,45,2
35,49,66,2
47,61,77,2
33,45,62,2
30,44,61,2
39,51,68,2
34,48,63,2
41,53,70,2
55,67,85,2
58,73,90,2
53,69,88,2
38,56,77,2
39,58,80,2
41,62,83,2
50,72,93,2
66,88,109,2
68,90,112,2
74,97,118,2
55,78,101,2
42,67,91,2
63,88,113,2
84,111,136,2
72,101,126,2
50,80,105,2
37,66,92,2
54,84,111,2
86,116,143,2
91,121,148,2
72,102,129,2
59,87,114,2
65,91,118,2
67,93,119,2
61,86,114,2
64,90,120,2
75,100,131,2
86,112,142,2
79,107,138,2
67,95,127,2
58,86,117,2
53,82,113,2
68,97,128,2
70,99,131,2
65,93,127,2
68,97,130,2
76,106,139,2
105,106,113,2
0,2,10,2
15,19,30,2
17,21,32,2
13,17,28,2
18,22,33,2
10,14,25,2
18,22,33,2
46,50,61,2
52,56,67,2
47,51,62,2
31,35,46,2
25,29,40,2
26,30,41,2
27,31,42,2
34,38,49,2
14,18,29,2
7,11,22,2
28,33,44,2
49,56,68,2
48,56,69,2
37,49,61,2
28,40,52,2
42,54,66,2
48,59,71,2
34,46,58,2
28,41,52,2
20,32,43,2
30,42,54,2
51,64,75,2
44,57,69,2
12,22,34,2
0,5,17,2
19,29,41,2
47,59,71,2
41,53,65,2
20,31,43,2
12,25,37,2
19,32,46,2
56,70,87,2
41,56,75,2
20,33,55,2
29,43,65,2
34,48,70,2
25,42,63,2
10,27,48,2
15,33,53,2
22,39,60,2
26,44,65,2
42,62,81,2
54,73,94,2
57,76,98,2
41,59,82,2
26,45,68,2
32,54,76,2
36,56,79,2
22,40,62,2
31,50,71,2
38,55,75,2
38,53,70,2
47,61,77,2
46,58,75,2
27,41,57,2
16,30,46,2
23,35,53,2
21,34,52,2
17,31,48,2
37,52,71,2
43,58,77,2
58,72,91,2
63,77,96,2
48,63,81,2
44,59,77,2
54,69,87,2
58,73,91,2
54,68,87,2
56,70,88,2
58,76,94,2
53,71,91,2
47,67,88,2
41,61,83,2
43,64,86,2
42,65,87,2
45,68,90,2
69,92,115,2
81,104,128,2
76,99,124,2
61,86,112,2
66,93,119,2
80,109,136,2
67,97,123,2
71,102,129,2
64,95,123,2
61,92,121,2
69,102,131,2
73,106,135,2
83,115,144,2
77,106,136,2
72,99,128,2
74,99,130,2
67,93,124,2
63,91,121,2
87,115,146,2
93,121,153,2
88,115,149,2
82,110,144,2
69,98,132,2
65,95,129,2
82,113,147,2
82,113,148,2
86,116,151,2
98,129,164,2
100,133,168,2
114,117,123,2
6,11,23,2
16,19,29,2
6,10,20,2
11,15,25,2
22,27,37,2
14,18,28,2
18,22,32,2
38,43,53,2
38,43,53,2
45,49,59,2
23,28,38,2
18,23,33,2
29,33,43,2
26,31,40,2
32,36,46,2
19,23,33,2
3,7,17,2
23,28,38,2
51,58,70,2
45,55,67,2
32,44,56,2
26,38,50,2
40,52,64,2
41,53,65,2
28,40,52,2
26,38,50,2
24,36,48,2
28,40,52,2
44,56,68,2
48,60,72,2
34,45,57,2
23,34,46,2
10,22,34,2
42,54,66,2
42,54,66,2
13,25,37,2
13,26,38,2
29,41,56,2
56,70,87,2
37,52,70,2
16,30,50,2
26,41,61,2
37,52,72,2
31,47,67,2
6,23,43,2
3,20,40,2
21,38,58,2
32,50,70,2
40,59,79,2
58,77,98,2
54,72,94,2
34,51,75,2
29,48,71,2
35,56,78,2
36,57,79,2
47,69,91,2
40,61,82,2
35,52,71,2
41,56,73,2
43,58,75,2
37,50,68,2
26,41,58,2
22,36,53,2
35,48,67,2
34,48,66,2
32,47,66,2
75,90,110,2
61,78,98,2
46,62,82,2
52,68,87,2
50,66,86,2
42,58,78,2
47,63,84,2
55,71,92,2
48,65,86,2
50,67,88,2
58,76,97,2
48,69,90,2
47,68,90,2
47,68,90,2
52,73,97,2
41,64,87,2
35,58,82,2
64,87,112,2
65,89,115,2
66,91,117,2
91,118,144,2
99,128,155,2
76,105,134,2
67,98,127,2
74,106,136,2
87,120,151,2
81,114,147,2
72,106,138,2
77,112,144,2
68,101,132,2
59,88,121,2
62,88,121,2
63,89,123,2
57,84,117,2
57,85,118,2
72,101,133,2
99,128,162,2
115,144,178,2
109,139,173,2
86,117,152,2
60,91,127,2
115,118,123,2
11,17,26,2
16,20,29,2
0,3,11,2
7,11,20,2
22,28,37,2
18,23,32,2
24,29,38,2
40,45,54,2
31,37,46,2
41,46,55,2
18,23,32,2
12,18,26,2
28,33,42,2
28,34,43,2
31,36,45,2
18,24,33,2
0,6,14,2
21,26,35,2
53,60,71,2
44,54,65,2
24,36,48,2
19,31,43,2
36,49,61,2
40,52,64,2
26,39,51,2
23,35,47,2
24,36,48,2
28,40,52,2
23,35,48,2
29,42,54,2
49,61,73,2
50,62,74,2
25,37,49,2
34,46,58,2
37,49,61,2
18,30,42,2
15,27,39,2
34,47,61,2
43,57,74,2
25,41,58,2
15,31,48,2
24,40,57,2
33,49,67,2
31,48,67,2
10,27,46,2
7,24,43,2
28,45,64,2
43,61,80,2
41,60,80,2
37,56,77,2
33,51,73,2
27,44,68,2
32,51,74,2
41,62,84,2
40,61,83,2
49,71,93,2
39,59,81,2
27,44,64,2
40,56,75,2
57,72,90,2
41,55,74,2
25,42,60,2
24,41,60,2
28,43,63,2
35,51,70,2
59,74,95,2
81,97,119,2
44,61,84,2
18,36,59,2
32,50,73,2
46,64,87,2
43,61,84,2
40,59,83,2
42,61,87,2
36,55,80,2
42,61,86,2
54,74,99,2
43,64,87,2
39,60,82,2
67,88,112,2
69,90,117,2
56,78,103,2
62,85,111,2
63,87,113,2
55,81,107,2
46,73,101,2
72,100,128,2
97,126,154,2
85,115,145,2
75,107,139,2
67,102,133,2
79,115,148,2
82,118,153,2
75,112,145,2
74,110,144,2
53,86,121,2
37,67,102,2
47,74,109,2
57,85,119,2
56,84,119,2
53,82,117,2
48,77,111,2
74,105,140,2
98,129,164,2
94,125,161,2
110,113,117,2
7,15,23,2
19,25,34,2
2,4,13,2
3,10,19,2
17,23,32,2
18,25,34,2
32,38,47,2
44,50,59,2
28,35,44,2
35,42,51,2
16,23,32,2
8,14,23,2
23,29,38,2
32,38,47,2
30,36,45,2
14,21,30,2
2,8,17,2
22,28,37,2
51,59,68,2
45,55,65,2
16,28,39,2
11,23,34,2
33,45,56,2
44,55,67,2
30,41,53,2
18,30,41,2
20,32,43,2
30,41,53,2
19,31,42,2
20,32,43,2
45,57,68,2
51,62,74,2
37,49,61,2
26,38,49,2
37,48,60,2
36,47,59,2
20,32,43,2
31,45,57,2
26,41,56,2
16,32,48,2
16,32,49,2
24,40,56,2
27,45,61,2
30,47,66,2
17,35,53,2
18,35,54,2
37,54,72,2
52,70,89,2
48,67,88,2
23,42,63,2
21,39,61,2
36,53,77,2
47,66,89,2
47,68,90,2
41,62,84,2
34,55,78,2
32,51,74,2
34,51,73,2
53,70,91,2
71,87,106,2
54,69,89,2
42,59,80,2
39,56,78,2
14,32,53,2
18,36,57,2
60,77,100,2
55,74,97,2
33,51,76,2
20,39,66,2
29,49,75,2
46,67,92,2
56,76,102,2
53,75,102,2
46,67,95,2
38,59,87,2
38,60,87,2
45,66,94,2
44,64,90,2
41,62,85,2
96,118,141,2
92,114,139,2
73,95,120,2
90,113,139,2
62,86,113,2
57,84,111,2
52,79,109,2
36,65,95,2
48,79,108,2
78,111,142,2
78,112,145,2
83,118,153,2
74,110,145,2
64,101,136,2
61,99,135,2
60,98,134,2
69,103,140,2
65,95,133,2
56,84,120,2
61,88,124,2
68,95,133,2
56,86,121,2
47,76,113,2
37,68,106,2
106,110,116,2
7,16,25,2
26,35,44,2
8,16,25,2
6,14,23,2
10,17,26,2
16,24,33,2
34,42,51,2
42,50,59,2
26,35,44,2
28,36,45,2
17,26,35,2
6,14,23,2
19,26,35,2
34,43,52,2
29,36,45,2
10,19,28,2
8,15,24,2
24,32,41,2
47,56,66,2
46,56,66,2
14,24,34,2
7,17,27,2
31,41,51,2
49,59,69,2
38,48,58,2
17,27,37,2
18,28,38,2
33,43,53,2
29,39,49,2
21,32,42,2
35,45,55,2
47,57,67,2
50,60,70,2
30,40,50,2
30,41,51,2
35,45,55,2
24,34,44,2
33,45,56,2
26,41,54,2
15,31,46,2
17,33,49,2
25,41,57,2
30,47,63,2
33,50,68,2
21,39,56,2
22,39,57,2
40,57,76,2
47,65,84,2
35,54,74,2
20,39,60,2
21,39,61,2
49,67,90,2
62,82,104,2
46,67,89,2
37,59,81,2
38,58,82,2
42,61,85,2
58,75,97,2
65,82,103,2
50,67,88,2
34,51,72,2
41,59,82,2
49,67,90,2
33,53,76,2
39,60,83,2
66,86,111,2
49,71,97,2
44,66,92,2
41,63,90,2
32,54,81,2
34,56,84,2
51,74,102,2
58,81,109,2
52,75,103,2
52,75,105,2
54,78,108,2
50,73,101,2
46,68,94,2
51,72,98,2
104,126,150,2
99,121,146,2
76,98,124,2
87,110,137,2
65,90,117,2
64,90,120,2
71,98,128,2
56,85,116,2
43,74,107,2
60,94,127,2
88,123,157,2
103,139,174,2
94,131,166,2
66,105,141,2
58,98,135,2
77,117,154,2
81,118,156,2
83,114,153,2
66,94,133,2
55,81,120,2
66,92,132,2
110,115,121,2
12,22,32,2
32,42,50,2
19,28,37,2
13,22,31,2
7,16,25,2
15,24,33,2
32,41,50,2
36,45,54,2
28,37,46,2
24,33,42,2
19,28,37,2
10,19,28,2
21,29,38,2
37,46,55,2
25,34,43,2
12,22,31,2
16,25,34,2
28,37,46,2
42,52,62,2
45,55,65,2
17,26,36,2
8,18,27,2
26,36,45,2
48,58,68,2
45,55,65,2
20,29,39,2
17,27,37,2
34,44,54,2
37,47,57,2
24,34,44,2
24,34,44,2
43,53,63,2
57,67,77,2
50,59,69,2
36,46,56,2
27,37,47,2
22,32,42,2
27,39,49,2
34,49,61,2
22,39,52,2
17,34,48,2
29,45,61,2
37,53,69,2
37,55,71,2
22,40,57,2
21,39,57,2
39,56,75,2
32,49,69,2
9,25,46,2
23,41,62,2
25,43,66,2
51,69,91,2
62,81,104,2
33,54,76,2
26,47,70,2
50,70,95,2
57,77,102,2
57,76,100,2
45,63,85,2
24,42,65,2
24,42,65,2
37,57,80,2
44,64,88,2
60,81,106,2
74,96,121,2
62,83,110,2
46,67,95,2
47,69,97,2
52,75,104,2
41,64,94,2
30,55,85,2
43,68,100,2
53,78,109,2
48,73,105,2
54,79,111,2
62,88,118,2
54,79,108,2
47,70,96,2
56,78,104,2
76,98,123,2
76,99,124,2
65,88,115,2
67,92,119,2
73,100,127,2
62,89,119,2
66,94,124,2
81,111,143,2
86,118,151,2
87,122,156,2
95,131,167,2
73,111,146,2
100,138,175,2
76,118,155,2
96,137,176,2
88,127,167,2
75,108,148,2
118,124,129,2
16,27,36,2
26,37,45,2
20,31,39,2
19,30,38,2
11,22,30,2
21,32,40,2
31,41,50,2
31,41,49,2
36,46,54,2
25,36,44,2
16,27,35,2
15,25,33,2
27,37,45,2
35,46,54,2
21,32,40,2
21,31,40,2
23,34,42,2
28,39,47,2
40,50,59,2
42,51,61,2
24,34,44,2
15,25,35,2
20,30,40,2
43,52,62,2
50,60,70,2
27,37,47,2
21,31,41,2
33,43,53,2
43,53,63,2
33,43,53,2
20,30,40,2
26,36,46,2
44,54,64,2
68,78,88,2
65,75,85,2
44,52,62,2
26,37,46,2
16,27,37,2
35,51,63,2
27,44,57,2
20,37,51,2
34,51,64,2
40,56,71,2
38,56,72,2
28,47,62,2
31,50,66,2
39,57,75,2
23,41,59,2
5,24,43,2
33,51,71,2
38,56,79,2
46,64,87,2
44,63,85,2
21,42,64,2
21,42,64,2
52,72,96,2
58,78,103,2
49,69,94,2
48,68,92,2
58,77,102,2
73,92,117,2
75,95,119,2
68,88,113,2
81,102,128,2
77,99,126,2
43,64,91,2
40,62,90,2
43,66,95,2
56,81,111,2
60,85,117,2
54,79,111,2
56,83,117,2
63,90,124,2
57,84,118,2
50,76,111,2
48,74,107,2
50,74,105,2
56,79,105,2
63,85,110,2
48,71,96,2
44,67,93,2
47,71,97,2
53,78,105,2
73,100,127,2
56,84,114,2
49,79,109,2
95,128,161,2
108,144,178,2
92,133,173,2
123,128,134,2
13,23,33,2
10,21,30,2
13,24,33,2
24,35,43,2
20,30,38,2
30,41,50,2
34,44,52,2
32,42,51,2
53,64,72,2
31,42,50,2
10,21,29,2
16,27,35,2
34,46,53,2
33,44,52,2
16,28,35,2
32,43,51,2
29,40,48,2
28,40,47,2
38,49,57,2
35,46,56,2
32,43,52,2
22,33,43,2
12,23,33,2
32,43,53,2
52,63,73,2
34,45,55,2
27,37,47,2
32,43,52,2
30,41,51,2
35,45,55,2
39,50,59,2
22,33,43,2
28,39,49,2
59,71,81,2
71,83,93,2
56,68,78,2
41,54,64,2
30,43,55,2
34,50,61,2
22,40,53,2
23,42,55,2
35,53,66,2
33,51,64,2
34,52,67,2
38,59,73,2
52,71,87,2
44,63,80,2
22,41,59,2
20,40,57,2
29,50,69,2
44,64,85,2
37,56,79,2
22,42,66,2
26,48,71,2
41,63,86,2
60,80,106,2
69,90,116,2
68,89,114,2
65,86,111,2
62,82,107,2
51,71,96,2
47,67,92,2
70,90,116,2
78,99,126,2
49,71,98,2
29,50,78,2
46,68,96,2
50,73,103,2
55,80,111,2
58,83,115,2
47,72,105,2
37,65,98,2
56,84,117,2
70,98,133,2
60,87,122,2
52,80,114,2
70,96,126,2
87,110,137,2
84,106,131,2
58,80,106,2
31,54,80,2
30,55,80,2
46,71,99,2
56,84,115,2
52,81,113,2
91,124,158,2
131,137,144,2
21,32,44,2
10,21,32,2
9,20,31,2
10,22,30,2
35,45,55,2
42,54,63,2
38,49,58,2
42,51,62,2
37,47,56,2
20,31,39,2
19,29,38,2
37,47,56,2
44,54,63,2
29,39,48,2
21,32,40,2
31,41,49,2
28,38,47,2
25,35,43,2
29,42,50,2
34,48,57,2
36,50,61,2
33,47,58,2
19,33,44,2
27,41,52,2
50,63,74,2
45,58,69,2
33,44,55,2
32,45,56,2
28,40,51,2
35,46,57,2
43,56,67,2
27,41,52,2
24,38,49,2
38,53,65,2
49,65,77,2
50,68,78,2
51,69,81,2
50,68,80,2
37,56,67,2
31,51,63,2
33,53,66,2
34,55,67,2
32,53,66,2
30,50,66,2
39,60,76,2
52,73,89,2
45,66,83,2
29,50,69,2
28,49,69,2
27,49,71,2
45,67,91,2
47,68,94,2
43,64,91,2
54,75,102,2
60,82,109,2
56,77,106,2
55,76,105,2
61,82,109,2
57,76,102,2
33,52,77,2
8,28,53,2
19,38,64,2
67,87,112,2
64,85,112,2
21,43,70,2
19,41,68,2
42,64,92,2
56,80,109,2
59,84,114,2
53,78,109,2
39,65,96,2
32,60,90,2
47,75,107,2
64,92,125,2
60,88,121,2
52,81,113,2
57,83,113,2
60,83,111,2
64,83,109,2
62,81,108,2
45,65,91,2
42,64,91,2
56,79,107,2
124,132,139,2
24,37,50,2
27,39,51,2
17,29,41,2
20,32,43,2
44,56,67,2
44,57,68,2
40,51,63,2
38,46,59,2
15,24,35,2
19,29,38,2
38,48,58,2
54,63,73,2
42,50,61,2
21,30,40,2
26,35,45,2
20,29,38,2
23,32,41,2
28,37,46,2
28,40,49,2
32,49,59,2
